Bias,Positive_Count,Negative_Count,Label
1,3650,30,1
1,3613,30,1
1,3828,121,1
1,1036,403,1
1,5600,813,1
1,3682,169,1
1,821,41,1
1,988,187,1
1,4433,789,1
1,5226,855,1
1,215,239,1
1,721,25,1
1,4028,456,1
1,935,181,1
1,5036,1149,1
1,5600,813,1
1,916,67,1
1,3748,40,1
1,3622,26,1
1,3782,615,1
1,3759,67,1
1,3699,91,1
1,1457,121,1
1,3814,63,1
1,3701,83,1
1,4233,115,1
1,879,124,1
1,1386,469,1
1,682,48,1
1,5226,855,1
1,4672,506,1
1,3569,2,1
1,4587,767,1
1,4672,506,1
1,3674,123,1
1,3598,10,1
1,3952,199,1
1,4359,556,1
1,630,0,1
1,662,44,1
1,4215,135,1
1,3748,93,1
1,1416,202,1
1,7500,337,1
1,3716,246,1
1,701,4,1
1,3615,43,1
1,3830,125,1
1,3930,43,1
1,3839,179,1
1,3690,106,1
1,3595,2,1
1,692,63,1
1,1696,386,1
1,3649,67,1
1,106,61,1
1,983,331,1
1,4854,293,1
1,4188,109,1
1,3677,202,1
1,4178,716,1
1,4188,109,1
1,4297,523,1
1,4091,601,1
1,667,516,1
1,3975,309,1
1,3569,2,1
1,3960,263,1
1,1497,359,1
1,4554,280,1
1,1288,145,1
1,966,219,1
1,4024,477,1
1,3766,284,1
1,4038,343,1
1,776,115,1
1,4278,160,1
1,356,94,1
1,4492,372,1
1,3641,7,1
1,3602,47,1
1,1014,338,1
1,1094,509,1
1,4194,120,1
1,3833,309,1
1,3820,88,1
1,3819,211,1
1,3616,53,1
1,1026,444,1
1,3618,13,1
1,2088,549,1
1,1413,756,1
1,711,6,1
1,269,148,1
1,4615,390,1
1,207,35,1
1,5600,813,1
1,1334,94,1
1,3586,9,1
1,3893,250,1
1,3605,38,1
1,3808,166,1
1,810,92,1
1,4243,675,1
1,3710,293,1
1,4674,465,1
1,3713,133,1
1,4282,694,1
1,3723,168,1
1,3650,38,1
1,3739,56,1
1,381,262,1
1,3757,26,1
1,3743,101,1
1,634,2,1
1,4567,457,1
1,4150,349,1
1,145,6,1
1,3593,32,1
1,680,125,1
1,3979,165,1
1,1368,629,1
1,3731,179,1
1,4410,220,1
1,3794,207,1
1,3605,35,1
1,3832,256,1
1,3585,26,1
1,350,366,1
1,4233,149,1
1,1096,156,1
1,3782,281,1
1,1076,768,1
1,3667,104,1
1,858,106,1
1,4343,247,1
1,1324,117,1
1,4223,119,1
1,4319,684,1
1,4058,375,1
1,3633,66,1
1,4538,185,1
1,3817,49,1
1,5600,813,1
1,4672,506,1
1,5226,855,1
1,1633,577,1
1,1179,268,1
1,4095,973,1
1,4909,511,1
1,3683,157,1
1,3884,91,1
1,3812,414,1
1,3694,162,1
1,4078,490,1
1,4297,523,1
1,1005,209,1
1,3886,333,1
1,3976,281,1
1,4569,371,1
1,950,391,1
1,4652,397,1
1,1161,498,1
1,4188,109,1
1,3961,596,1
1,923,418,1
1,3743,36,1
1,3869,325,1
1,381,262,1
1,1326,43,1
1,3659,43,1
1,3612,8,1
1,61,14,1
1,870,150,1
1,7209,61,1
1,3747,159,1
1,3922,366,1
1,3655,38,1
1,7299,181,1
1,4232,408,1
1,3926,577,1
1,4052,388,1
1,3618,13,1
1,632,1,1
1,3573,4,1
1,4594,843,1
1,4099,391,1
1,631,0,1
1,4429,1050,1
1,4378,90,1
1,858,90,1
1,3972,473,1
1,4358,494,1
1,792,82,1
1,4336,769,1
1,3881,342,1
1,1041,384,1
1,4361,901,1
1,3887,354,1
1,3750,228,1
1,4133,306,1
1,3603,7,1
1,3735,180,1
1,287,164,1
1,3581,7,1
1,3640,72,1
1,1073,262,1
1,4246,139,1
1,381,262,1
1,918,36,1
1,3799,361,1
1,1539,1138,1
1,3577,3,1
1,3762,140,1
1,4099,638,1
1,3627,33,1
1,4442,798,1
1,3769,487,1
1,3822,272,1
1,1554,498,1
1,1448,492,1
1,3819,200,1
1,4360,307,1
1,4243,148,1
1,172,307,1
1,3595,2,1
1,13,1,1
1,3735,242,1
1,3614,65,1
1,4646,380,1
1,856,167,1
1,3641,7,1
1,7610,246,1
1,3800,67,1
1,1878,107,1
1,3771,40,1
1,3576,3,1
1,5226,855,1
1,3845,303,1
1,7563,274,1
1,1822,649,1
1,3964,433,1
1,1336,125,1
1,4099,484,1
1,3590,4,1
1,4088,477,1
1,3597,51,1
1,3930,568,1
1,3650,71,1
1,3743,107,1
1,4452,392,1
1,4387,292,1
1,1131,498,1
1,13,1,1
1,777,102,1
1,764,133,1
1,1340,614,1
1,707,102,1
1,3970,297,1
1,2175,1664,1
1,3880,181,1
1,3829,440,1
1,7497,181,1
1,3764,201,1
1,3571,3,1
1,3721,106,1
1,3667,46,1
1,3883,310,1
1,264,395,1
1,1143,188,1
1,1733,377,1
1,3965,238,1
1,3653,12,1
1,4569,371,1
1,1341,237,1
1,3665,43,1
1,1272,509,1
1,3571,2,1
1,3627,15,1
1,5092,793,1
1,4638,583,1
1,944,293,1
1,3754,251,1
1,3606,93,1
1,4326,275,1
1,929,266,1
1,3884,66,1
1,703,50,1
1,25176,152,1
1,3829,174,1
1,4012,187,1
1,702,0,1
1,3941,368,1
1,876,870,1
1,1009,357,1
1,831,187,1
1,4327,622,1
1,4838,756,1
1,1218,976,1
1,3647,29,1
1,3780,269,1
1,245,66,1
1,3585,4,1
1,3703,101,1
1,4176,811,1
1,421,221,1
1,4066,287,1
1,3651,69,1
1,3585,17,1
1,3968,154,1
1,4728,464,1
1,3671,143,1
1,3584,6,1
1,3747,289,1
1,884,284,1
1,1088,352,1
1,874,251,1
1,4132,607,1
1,1190,841,1
1,4247,522,1
1,4073,550,1
1,7317,42,1
1,3610,20,1
1,4057,520,1
1,3591,17,1
1,4280,557,1
1,3958,199,1
1,3734,175,1
1,631,1,1
1,3861,191,1
1,3895,39,1
1,3665,59,1
1,4486,828,1
1,805,81,1
1,4252,193,1
1,774,92,1
1,730,43,1
1,630,0,1
1,3666,109,1
1,3721,49,1
1,3591,5,1
1,8061,449,1
1,4193,109,1
1,140,0,1
1,4188,109,1
1,3588,46,1
1,4188,109,1
1,3869,362,1
1,3853,50,1
1,3590,24,1
1,4136,442,1
1,4000,620,1
1,727,30,1
1,3998,234,1
1,3999,176,1
1,784,60,1
1,1429,307,1
1,216,152,1
1,3611,19,1
1,3712,252,1
1,4194,603,1
1,4349,175,1
1,3950,264,1
1,3620,62,1
1,4196,112,1
1,3573,6,1
1,4052,388,1
1,624,377,1
1,3828,320,1
1,3703,87,1
1,4229,432,1
1,4018,522,1
1,735,34,1
1,3653,35,1
1,3995,164,1
1,4793,385,1
1,4059,248,1
1,3782,253,1
1,3949,264,1
1,4710,473,1
1,1273,110,1
1,3970,154,1
1,7798,620,1
1,3970,506,1
1,3876,191,1
1,3570,3,1
1,4525,94,1
1,3859,294,1
1,3595,2,1
1,61,14,1
1,3589,11,1
1,4274,674,1
1,4189,109,1
1,3705,159,1
1,3596,54,1
1,3574,6,1
1,841,94,1
1,4645,397,1
1,988,145,1
1,3588,8,1
1,3994,157,1
1,3573,3,1
1,1779,706,1
1,1288,512,1
1,694,0,1
1,969,169,1
1,3860,311,1
1,1354,150,1
1,3621,51,1
1,4030,587,1
1,3745,24,1
1,3983,398,1
1,4635,691,1
1,3899,186,1
1,4082,196,1
1,1148,447,1
1,138,0,1
1,3754,141,1
1,3935,323,1
1,3588,15,1
1,3784,113,1
1,3910,414,1
1,4514,505,1
1,4011,86,1
1,3577,3,1
1,3701,204,1
1,3699,120,1
1,3984,469,1
1,3822,417,1
1,3977,274,1
1,3922,235,1
1,767,18,1
1,3713,104,1
1,862,244,1
1,3815,393,1
1,3569,2,1
1,3582,14,1
1,3883,227,1
1,4232,664,1
1,4468,982,1
1,4107,484,1
1,3915,476,1
1,3951,282,1
1,1656,424,1
1,3998,217,1
1,5224,1251,1
1,903,317,1
1,4675,388,1
1,4223,114,1
1,805,239,1
1,3663,150,1
1,4233,227,1
1,4194,371,1
1,3632,72,1
1,4188,109,1
1,765,25,1
1,4905,1056,1
1,1193,312,1
1,3995,545,1
1,1077,63,1
1,3671,119,1
1,1013,297,1
1,3623,49,1
1,863,122,1
1,943,268,1
1,4548,557,1
1,1325,386,1
1,3575,10,1
1,4990,932,1
1,3765,225,1
1,4433,248,1
1,759,45,1
1,433,335,1
1,4471,712,1
1,3936,350,1
1,0,0,1
1,3573,12,1
1,4035,522,1
1,3651,112,1
1,3744,266,1
1,3780,185,1
1,3683,120,1
1,3654,43,1
1,713,55,1
1,3801,382,1
1,3668,86,1
1,754,31,1
1,4728,1158,1
1,3684,93,1
1,4496,925,1
1,3662,88,1
1,5600,813,1
1,3668,21,1
1,4129,579,1
1,878,159,1
1,4583,513,1
1,3597,28,1
1,4581,555,1
1,3897,286,1
1,3581,2,1
1,1997,727,1
1,1394,706,1
1,4391,885,1
1,3652,37,1
1,1115,251,1
1,10891,324,1
1,3592,3,1
1,3595,2,1
1,224,56,1
1,3720,62,1
1,755,45,1
1,3584,25,1
1,1411,521,1
1,1822,877,1
1,824,174,1
1,3923,360,1
1,3569,2,1
1,3581,3,1
1,3574,18,1
1,694,19,1
1,700,0,1
1,3591,17,1
1,3713,87,1
1,3872,157,1
1,16,5,1
1,3766,153,1
1,3639,32,1
1,3623,77,1
1,639,0,1
1,3659,43,1
1,4047,430,1
1,3617,47,1
1,4129,370,1
1,3843,255,1
1,4450,106,1
1,1058,280,1
1,3949,264,1
1,3579,6,1
1,4190,208,1
1,5100,850,1
1,4569,371,1
1,970,316,1
1,4169,193,1
1,644,11,1
1,4621,498,1
1,3878,290,1
1,1093,152,1
1,3777,189,1
1,807,130,1
1,1559,678,1
1,3601,7,1
1,3603,39,1
1,1402,246,1
1,3871,296,1
1,3670,76,1
1,3600,32,1
1,0,0,1
1,3569,2,1
1,3619,11,1
1,4168,527,1
1,3579,5,1
1,4205,128,1
1,3575,6,1
1,3793,116,1
1,4191,110,1
1,4239,156,1
1,10735,34,1
1,3835,275,1
1,888,258,1
1,3837,74,1
1,4546,519,1
1,2159,938,1
1,3978,459,1
1,3883,193,1
1,3617,48,1
1,3704,144,1
1,3593,22,1
1,876,406,1
1,804,371,1
1,4184,350,1
1,4059,359,1
1,1083,399,1
1,3625,137,1
1,3760,183,1
1,5212,701,1
1,1942,344,1
1,0,0,1
1,3922,226,1
1,381,262,1
1,4260,171,1
1,2431,817,1
1,860,226,1
1,1038,175,1
1,3824,209,1
1,653,0,1
1,4189,109,1
1,1414,647,1
1,728,14,1
1,3816,388,1
1,53,26,1
1,715,29,1
1,715,36,1
1,3983,541,1
1,1019,37,1
1,61,14,1
1,655,31,1
1,4191,112,1
1,3924,375,1
1,4026,474,1
1,700,66,1
1,666,33,1
1,751,64,1
1,4492,428,1
1,3949,489,1
1,3636,33,1
1,3830,227,1
1,1853,471,1
1,3816,106,1
1,4055,409,1
1,631,0,1
1,693,0,1
1,4245,135,1
1,3692,101,1
1,4076,618,1
1,7422,52,1
1,3569,2,1
1,3915,347,1
1,3624,73,1
1,3952,553,1
1,3876,247,1
1,4217,452,1
1,4451,708,1
1,3639,36,1
1,4037,437,1
1,3805,231,1
1,1366,131,1
1,4372,554,1
1,2,4,1
1,4141,626,1
1,910,917,1
1,1584,973,1
1,1046,171,1
1,3960,676,1
1,4693,723,1
1,3601,52,1
1,7652,301,1
1,381,262,1
1,4349,674,1
1,3680,143,1
1,3651,67,1
1,3585,4,1
1,3915,291,1
1,7570,551,1
1,4188,467,1
1,7155,31,1
1,1000,193,1
1,3854,137,1
1,3574,5,1
1,102,115,1
1,705,13,1
1,4188,109,1
1,1262,1154,1
1,1950,22,1
1,3651,107,1
1,3660,18,1
1,543,531,1
1,3611,19,1
1,3838,342,1
1,926,196,1
1,3907,115,1
1,3862,150,1
1,3615,43,1
1,3946,415,1
1,10708,11,1
1,4037,420,1
1,4143,347,1
1,3716,111,1
1,3653,13,1
1,4286,179,1
1,3902,184,1
1,3890,345,1
1,3595,2,1
1,381,262,1
1,692,0,1
1,3858,290,1
1,3777,85,1
1,3954,194,1
1,1083,184,1
1,264,395,1
1,1360,501,1
1,3639,45,1
1,1182,577,1
1,1327,797,1
1,0,0,1
1,3570,2,1
1,340,198,1
1,3628,56,1
1,3924,316,1
1,5600,813,1
1,1187,341,1
1,4672,506,1
1,3730,165,1
1,4289,144,1
1,5006,659,1
1,1337,330,1
1,3655,69,1
1,3717,17,1
1,3653,87,1
1,4446,258,1
1,3614,46,1
1,188,58,1
1,1081,454,1
1,3893,335,1
1,1504,537,1
1,4029,655,1
1,3684,210,1
1,3706,175,1
1,3687,56,1
1,5600,813,1
1,713,103,1
1,3595,2,1
1,845,67,1
1,3828,268,1
1,3571,2,1
1,3828,253,1
1,3591,24,1
1,648,21,1
1,4161,235,1
1,3960,213,1
1,158,25,1
1,3616,42,1
1,4653,621,1
1,1093,587,1
1,3745,46,1
1,1018,475,1
1,634,1066,1
1,795,117,1
1,3777,69,1
1,4628,1677,1
1,4141,705,1
1,108,94,1
1,77,48,1
1,2583,583,1
1,3923,397,1
1,348,304,1
1,1498,737,1
1,1313,107,1
1,264,395,1
1,3569,2,1
1,8038,544,1
1,3615,24,1
1,3860,101,1
1,3765,137,1
1,3572,2,1
1,3582,3,1
1,3685,114,1
1,4265,379,1
1,1030,152,1
1,1802,894,1
1,3703,293,1
1,825,32,1
1,3826,209,1
1,4632,613,1
1,3698,119,1
1,914,48,1
1,3994,391,1
1,1123,580,1
1,61,14,1
1,832,714,1
1,4324,260,1
1,3677,78,1
1,5226,855,1
1,1339,782,1
1,3629,29,1
1,5600,813,1
1,668,49,1
1,3611,19,1
1,3762,120,1
1,3687,102,1
1,5600,813,1
1,4082,281,1
1,4243,121,1
1,3698,297,1
1,3968,154,1
1,991,349,1
1,3582,3,1
1,3596,21,1
1,853,223,1
1,3934,255,1
1,702,5,1
1,3718,102,1
1,3670,49,1
1,4333,420,1
1,3856,247,1
1,0,0,1
1,3950,264,1
1,698,50,1
1,3881,578,1
1,737,45,1
1,4078,557,1
1,4655,521,1
1,695,0,1
1,1437,303,1
1,1315,582,1
1,4245,152,1
1,3582,4,1
1,3611,19,1
1,3821,276,1
1,3647,182,1
1,3876,504,1
1,4113,673,1
1,3834,167,1
1,689,66,1
1,4208,763,1
1,846,181,1
1,3821,153,1
1,788,57,1
1,4211,752,1
1,3571,2,1
1,692,0,1
1,1287,478,1
1,223,56,1
1,4616,562,1
1,185,51,1
1,4520,466,1
1,4259,347,1
1,4594,300,1
1,4509,413,1
1,38,4662,0
1,43,4702,0
1,278,4998,0
1,101,4976,0
1,40,4609,0
1,227,5023,0
1,841,5834,0
1,274,5102,0
1,308,4823,0
1,109,636,0
1,272,885,0
1,34,4640,0
1,11,503,0
1,275,4914,0
1,476,5157,0
1,538,5413,0
1,676,5262,0
1,504,5321,0
1,6,4694,0
1,188,4951,0
1,286,4954,0
1,733,5360,0
1,529,5175,0
1,141,4775,0
1,365,788,0
1,305,5119,0
1,341,4800,0
1,1070,5046,0
1,17,4589,0
1,178,4738,0
1,116,933,0
1,1017,5846,0
1,10,4595,0
1,14,4628,0
1,19,4596,0
1,169,4770,0
1,242,4996,0
1,1,4571,0
1,50,4647,0
1,44,4620,0
1,201,9297,0
1,369,575,0
1,3,4579,0
1,77,4710,0
1,560,1061,0
1,58,4661,0
1,36,4604,0
1,21,4618,0
1,10,4583,0
1,223,5062,0
1,432,1021,0
1,313,5011,0
1,506,5260,0
1,146,5003,0
1,62,4610,0
1,461,4812,0
1,388,5273,0
1,38,4613,0
1,1,4571,0
1,4,4578,0
1,1,4571,0
1,51,4659,0
1,448,5067,0
1,91,4641,0
1,21,558,0
1,419,5065,0
1,168,4943,0
1,371,5176,0
1,212,4945,0
1,35,4629,0
1,2,4577,0
1,21,4583,0
1,299,801,0
1,46,4616,0
1,328,5121,0
1,287,5050,0
1,444,5084,0
1,38,4626,0
1,582,5054,0
1,929,5274,0
1,168,4789,0
1,158,4856,0
1,364,4798,0
1,352,4965,0
1,234,4799,0
1,32,4621,0
1,13,4610,0
1,49,4745,0
1,293,4877,0
1,90,4846,0
1,9,504,0
1,126,4961,0
1,1,4572,0
1,420,5050,0
1,10,4645,0
1,166,4848,0
1,30,4642,0
1,193,5063,0
1,211,4846,0
1,10,4594,0
1,69,4940,0
1,10,4582,0
1,383,4838,0
1,124,4848,0
1,144,4716,0
1,801,5500,0
1,89,4645,0
1,186,4933,0
1,107,4684,0
1,371,4892,0
1,321,23226,0
1,861,5298,0
1,317,562,0
1,1,4575,0
1,256,4858,0
1,282,4932,0
1,213,4780,0
1,27,4616,0
1,184,4922,0
1,130,4683,0
1,180,4748,0
1,79,4630,0
1,401,4723,0
1,57,562,0
1,790,1200,0
1,14,4599,0
1,184,4765,0
1,1,4572,0
1,499,5170,0
1,276,4837,0
1,90,4647,0
1,109,4681,0
1,140,4788,0
1,1205,5767,0
1,148,4809,0
1,739,5981,0
1,4,4575,0
1,116,4638,0
1,1175,5469,0
1,62,4692,0
1,530,4815,0
1,550,5427,0
1,506,5162,0
1,23,4721,0
1,193,4937,0
1,451,558,0
1,1,4573,0
1,47,4732,0
1,324,4960,0
1,14,4607,0
1,307,5068,0
1,492,5397,0
1,27,4581,0
1,241,4855,0
1,223,4638,0
1,36,4631,0
1,139,4853,0
1,28,4872,0
1,133,4733,0
1,38,4594,0
1,266,5036,0
1,268,4906,0
1,28,4620,0
1,276,4833,0
1,47,539,0
1,97,4817,0
1,145,4629,0
1,234,4955,0
1,1,4572,0
1,29,541,0
1,2,4583,0
1,139,5100,0
1,33,4598,0
1,1480,5477,0
1,256,4868,0
1,773,5395,0
1,174,4698,0
1,709,5527,0
1,28,4615,0
1,614,5108,0
1,25,515,0
1,926,5514,0
1,54,4636,0
1,151,4926,0
1,1162,6115,0
1,9,4581,0
1,588,5186,0
1,897,1463,0
1,635,603,0
1,969,5800,0
1,77,4599,0
1,328,5233,0
1,180,4777,0
1,1,4576,0
1,92,606,0
1,12,9273,0
1,69,4762,0
1,247,4721,0
1,162,4765,0
1,1217,6198,0
1,114,4819,0
1,20,4639,0
1,85,826,0
1,438,5144,0
1,110,4686,0
1,99,748,0
1,139,697,0
1,79,4677,0
1,23,540,0
1,70,4717,0
1,1200,5820,0
1,80,4758,0
1,129,4843,0
1,23,4598,0
1,1,4572,0
1,84,4603,0
1,254,826,0
1,443,5195,0
1,424,5076,0
1,597,5281,0
1,48,4614,0
1,102,4725,0
1,700,9849,0
1,1447,8667,0
1,27,4592,0
1,37,4614,0
1,267,5082,0
1,664,5109,0
1,395,4866,0
1,135,4879,0
1,90,4732,0
1,66,4788,0
1,456,1066,0
1,574,5184,0
1,34,4639,0
1,6,4621,0
1,33,98,0
1,97,4818,0
1,112,4650,0
1,200,4738,0
1,7,4573,0
1,402,5031,0
1,250,4894,0
1,1,4572,0
1,395,5022,0
1,84,581,0
1,695,5441,0
1,226,4764,0
1,109,4782,0
1,184,4821,0
1,31,4590,0
1,350,4974,0
1,115,4806,0
1,232,4735,0
1,299,5052,0
1,49,4923,0
1,235,4824,0
1,876,5524,0
1,195,4876,0
1,51,4738,0
1,32,4874,0
1,823,5207,0
1,279,4780,0
1,223,4783,0
1,500,5159,0
1,32,4749,0
1,111,4792,0
1,325,5090,0
1,193,4788,0
1,2,4574,0
1,74,4633,0
1,97,814,0
1,343,4911,0
1,293,4915,0
1,125,4915,0
1,109,630,0
1,65,4725,0
1,61,4688,0
1,942,5205,0
1,14,4598,0
1,779,5334,0
1,391,927,0
1,51,4639,0
1,319,5026,0
1,595,5378,0
1,98,4699,0
1,9,4696,0
1,665,5406,0
1,361,5022,0
1,80,4640,0
1,586,10176,0
1,5,4590,0
1,474,5206,0
1,635,5357,0
1,70,584,0
1,370,5062,0
1,1,4572,0
1,614,1404,0
1,38,4663,0
1,81,4633,0
1,9,4583,0
1,442,5227,0
1,65,688,0
1,52,4704,0
1,182,313,0
1,221,4896,0
1,97,4628,0
1,65,4696,0
1,358,9298,0
1,26,4670,0
1,207,4934,0
1,171,4755,0
1,126,4750,0
1,48,4917,0
1,1,4571,0
1,382,4833,0
1,847,5231,0
1,128,665,0
1,341,4975,0
1,129,4716,0
1,117,4853,0
1,30,80,0
1,195,4818,0
1,1,4571,0
1,1,4572,0
1,153,9259,0
1,683,5003,0
1,166,4843,0
1,23,4727,0
1,271,4997,0
1,9,4581,0
1,4,4583,0
1,20,4587,0
1,85,4638,0
1,466,5152,0
1,32,4626,0
1,191,4778,0
1,239,4771,0
1,1102,5769,0
1,70,4630,0
1,71,4651,0
1,23,4719,0
1,3,4581,0
1,574,5237,0
1,13,4612,0
1,85,4779,0
1,335,4869,0
1,80,4715,0
1,227,5114,0
1,162,4753,0
1,555,5145,0
1,164,4892,0
1,149,4643,0
1,339,4800,0
1,246,4983,0
1,416,4935,0
1,461,5535,0
1,46,4616,0
1,148,4872,0
1,90,727,0
1,85,4737,0
1,327,5022,0
1,147,4667,0
1,53,4601,0
1,372,4897,0
1,27,4614,0
1,1,12,0
1,187,5054,0
1,29,4637,0
1,884,5626,0
1,140,4729,0
1,480,5040,0
1,25,4580,0
1,251,4939,0
1,97,4780,0
1,107,4685,0
1,6,4579,0
1,107,4661,0
1,93,643,0
1,3,4574,0
1,662,5530,0
1,307,4952,0
1,419,5390,0
1,430,5458,0
1,673,5291,0
1,64,4588,0
1,466,5212,0
1,416,5304,0
1,1137,5633,0
1,147,4680,0
1,1447,8669,0
1,243,4833,0
1,63,1159,0
1,569,5255,0
1,620,5191,0
1,5,4578,0
1,55,4767,0
1,341,5093,0
1,40,4664,0
1,92,4686,0
1,1111,6322,0
1,516,5080,0
1,23,4719,0
1,47,4729,0
1,23,4601,0
1,241,5361,0
1,1480,5477,0
1,1447,8670,0
1,0,493,0
1,76,4755,0
1,11,4615,0
1,286,987,0
1,653,5359,0
1,73,551,0
1,31,4641,0
1,229,4811,0
1,188,4779,0
1,201,4945,0
1,337,4956,0
1,562,5054,0
1,180,4772,0
1,130,4720,0
1,266,5060,0
1,108,4721,0
1,94,4719,0
1,65,4775,0
1,21,4612,0
1,270,4944,0
1,1447,8667,0
1,191,899,0
1,473,5011,0
1,161,4690,0
1,123,589,0
1,1,4574,0
1,72,4920,0
1,311,846,0
1,240,4867,0
1,66,54,0
1,232,4809,0
1,400,646,0
1,138,4666,0
1,161,4881,0
1,105,549,0
1,1,4574,0
1,811,1257,0
1,594,5514,0
1,303,4757,0
1,4,4583,0
1,182,4684,0
1,279,5078,0
1,15,4597,0
1,351,5225,0
1,1117,5931,0
1,111,9565,0
1,330,5091,0
1,479,4982,0
1,724,5346,0
1,204,4743,0
1,148,4726,0
1,366,1085,0
1,232,5000,0
1,357,4790,0
1,39,591,0
1,376,4993,0
1,190,723,0
1,183,4928,0
1,164,4857,0
1,200,4794,0
1,338,4962,0
1,143,4894,0
1,72,628,0
1,14,31,0
1,499,5155,0
1,121,4714,0
1,1,4571,0
1,1,4572,0
1,413,5035,0
1,2,4582,0
1,708,965,0
1,1,4571,0
1,796,6045,0
1,1,4572,0
1,3,4573,0
1,356,5208,0
1,35,4624,0
1,1,4573,0
1,315,5004,0
1,153,4733,0
1,856,5613,0
1,135,4654,0
1,150,4800,0
1,111,4873,0
1,1,4577,0
1,719,5252,0
1,41,4889,0
1,332,871,0
1,1,4574,0
1,184,989,0
1,39,4614,0
1,87,4696,0
1,131,675,0
1,125,4675,0
1,370,5061,0
1,862,5793,0
1,260,4752,0
1,77,4700,0
1,241,5018,0
1,665,5269,0
1,253,4920,0
1,588,810,0
1,243,4645,0
1,126,767,0
1,129,5022,0
1,21,4618,0
1,881,5782,0
1,1,4572,0
1,461,4912,0
1,38,4629,0
1,1,4571,0
1,697,5079,0
1,139,4756,0
1,238,4812,0
1,280,4958,0
1,6,4573,0
1,90,4709,0
1,741,1065,0
1,68,4691,0
1,305,5013,0
1,32,4881,0
1,146,4702,0
1,412,4980,0
1,245,5048,0
1,1,4571,0
1,648,5304,0
1,66,4618,0
1,76,4580,0
1,410,4885,0
1,385,5193,0
1,22,4627,0
1,28,4611,0
1,112,4843,0
1,133,4676,0
1,228,4856,0
1,372,5043,0
1,195,4840,0
1,3,4579,0
1,2,4574,0
1,7,4586,0
1,1034,5746,0
1,20,4599,0
1,169,4784,0
1,8,4578,0
1,434,5069,0
1,36,552,0
1,259,371,0
1,1,4572,0
1,285,4830,0
1,160,4760,0
1,714,5155,0
1,258,4696,0
1,4,4591,0
1,572,5220,0
1,752,5387,0
1,292,4799,0
1,216,627,0
1,146,4702,0
1,117,5012,0
1,323,4978,0
1,57,4674,0
1,31,4592,0
1,159,4901,0
1,571,5222,0
1,19,9160,0
1,387,5123,0
1,298,851,0
1,1,495,0
1,112,614,0
1,379,5006,0
1,235,4883,0
1,369,956,0
1,43,4895,0
1,14,4655,0
1,91,4686,0
1,6,4694,0
1,385,5184,0
1,390,5005,0
1,1,4571,0
1,109,4680,0
1,205,4916,0
1,29,4586,0
1,27,4629,0
1,75,4771,0
1,28,4628,0
1,238,4815,0
1,28,4873,0
1,27,4614,0
1,175,4928,0
1,1,4573,0
1,28,4671,0
1,1,4573,0
1,636,5197,0
1,1447,8667,0
1,375,5142,0
1,54,847,0
1,107,5003,0
1,145,4770,0
1,350,5220,0
1,1,4571,0
1,153,4937,0
1,12,568,0
1,601,5238,0
1,115,736,0
1,1,4572,0
1,1,4572,0
1,484,5260,0
1,24,4586,0
1,317,1142,0
1,41,4625,0
1,124,4697,0
1,132,5023,0
1,139,4837,0
1,1078,5812,0
1,16,4615,0
1,678,1006,0
1,260,4968,0
1,99,4593,0
1,311,5080,0
1,1,4571,0
1,313,4963,0
1,362,4856,0
1,140,817,0
1,40,4609,0
1,60,4755,0
1,417,4856,0
1,259,4824,0
1,607,1105,0
1,188,4922,0
1,419,4779,0
1,77,4650,0
1,1480,5477,0
1,7,4586,0
1,378,5239,0
1,5,4588,0
1,1480,5477,0
1,35,574,0
1,15,4639,0
1,248,4762,0
1,16,4614,0
1,319,5138,0
1,344,5246,0
1,203,4665,0
1,309,4903,0
1,13,4602,0
1,11,4574,0
1,289,4892,0
1,67,4700,0
1,389,5001,0
1,401,4908,0
1,212,4941,0
1,73,4746,0
1,317,4887,0
1,77,120,0
1,13,4606,0
1,185,4932,0
1,309,5224,0
1,404,4724,0
1,411,9733,0
1,127,4765,0
1,82,4660,0
1,33,4888,0
1,11,4588,0
1,21,4602,0
1,358,4761,0
1,268,4774,0
1,10,4582,0
1,282,5000,0
1,400,647,0
1,16,4593,0
1,324,831,0
1,102,4819,0
1,73,13777,0
1,458,883,0
1,377,4869,0
1,115,4622,0
1,385,5167,0
1,67,9260,0
1,45,532,0
1,93,4824,0
1,323,4971,0
1,154,761,0
1,7,4590,0
1,14,4602,0
1,2,4574,0
1,117,5011,0
1,0,495,0
1,149,4795,0
1,437,5072,0
1,115,4665,0
1,968,5707,0
1,3,4574,0
1,43,4616,0
1,1,4571,0
1,87,4702,0
1,91,4785,0
1,655,5149,0
1,54,4604,0
1,58,613,0
1,283,4893,0
1,28,4872,0
1,133,4728,0
1,17,4622,0
1,42,4665,0
1,267,956,0
1,164,4717,0
1,3,4580,0
1,111,4833,0
1,264,5014,0
1,753,5311,0
1,193,4937,0
1,14,4605,0
1,80,4623,0
1,3,4581,0
1,103,4861,0
1,0,2,0
1,775,5409,0
1,75,561,0
1,228,4810,0
1,3,4574,0
1,149,4752,0
1,20,4593,0
1,118,4675,0
1,156,697,0
1,704,5198,0
1,247,4820,0
1,583,5409,0
1,324,5076,0
1,273,4795,0
1,370,5236,0
1,38,4885,0
1,1533,5240,0
1,1480,5477,0
1,244,4917,0
1,164,4715,0
1,114,4708,0
1,3,4588,0
1,189,4723,0
1,130,4719,0
